121	3.5999999999999988	202.98600013339012	3	0.978577394969972
146	2.9999999999999987	199.96440642282036	2	0.8167408030608609
57	4.125	196.87854795123698	2	0.9761386263302264
118	3.5999999999999988	196.58034695053627	3	0.982399879497585
125	3.5999999999999988	195.24658574129586	2	0.9801160476116547
58	4.125	192.99475397072865	2	0.9737862923978308
85	4.1000000000000005	192.46428012374935	2	0.9844976726164115
123	3.5999999999999988	188.7293010201563	2	0.9603064860483184
81	4.1000000000000005	185.07674568823	2	0.9745282043607607
132	3.4499999999999993	180.0944193513644	2	0.9304224043531698
124	3.5999999999999988	178.813746288858	2	0.977894028402096
154	2.7750000000000004	177.78150826408333	3	0.8888435089168784
127	3.5999999999999988	173.87367743253083	2	0.9625759047154991
102	3.8000000000000007	170.18249123766375	2	0.9746670898274739
129	3.5999999999999988	169.8273877097614	3	0.9681709326107915
130	3.5999999999999988	169.75119794019028	2	0.9909074466639177
117	3.5999999999999988	168.85369135208336	2	0.8810147311551293
178	2.1	166.27625381838166	1	0.9578244343808339
131	3.5999999999999988	163.44608387244267	2	0.9736603987648628
171	2.15	162.34688682805987	3	0.8899611122623284
169	2.399999999999999	159.47114254208728	3	0.9438513250479958
122	3.5999999999999988	157.83548000285447	2	0.98833357487517
41	4.499999999999999	156.22434510575079	3	0.9772346966214106
172	2.15	156.09810979716121	3	0.9071755819986596
72	4.125	153.88299851824266	2	0.9800136769442217
44	4.499999999999999	153.16966253095623	5	0.977009536927052
119	3.5999999999999988	152.3720676470074	3	0.953983021523776
114	3.8000000000000007	151.46251247925332	5	0.9030959184418655
32	4.799999999999998	148.4429473845144	0	0.9659332934315911
49	4.499999999999999	148.4056167525037	1	0.9900679008559267
92	4.1000000000000005	148.36751906633214	3	0.9884157438112303
120	3.5999999999999988	145.99240521118875	3	0.9400213515886635
45	4.499999999999999	145.54962292058448	6	0.9936040750008377
36	4.750000000000001	145.12117209945401	2	0.9722942254752587
52	4.375000000000001	143.92837109451762	2	0.9855128953510232
67	4.125	140.12959573013745	2	0.9646801707599264
143	3.1500000000000004	139.5496790798776	2	0.928593108820192
56	4.375000000000001	138.26681371509864	3	0.9917432573072235
128	3.5999999999999988	137.8237570750972	2	0.9842382100688802
84	4.1000000000000005	137.4686819516736	0	0.9839113812579962
87	4.1000000000000005	137.46859862371704	2	0.989009072815307
53	4.375000000000001	136.81883550990577	2	0.9810063612391292
91	4.1000000000000005	136.2015831816294	0	0.9886503309129978
90	4.1000000000000005	135.35421894744096	2	0.9917812868981393
89	4.1000000000000005	132.17486852427515	3	0.9821630813214283
69	4.125	127.05720259294682	2	0.9931656274746646
55	4.375000000000001	120.51781928280207	2	0.985831391896336
186	0.8	99.08893154280487	0	0.9853137268932404
163	2.4375000000000004	98.71821961112937	2	0.9909628783092725
135	3.4000000000000004	94.97648293984389	2	0.9933439351989738
170	2.399999999999999	92.27824940226938	0	0.9944099710784919
187	0.8	91.9455090455356	0	0.982605637214403
145	2.9999999999999987	90.6893804425904	2	0.9862434243284801
177	2.1	90.49688175277123	0	0.995221710488151
174	2.15	89.09423672946478	3	0.9877532856124246
152	2.8124999999999996	86.48767504103901	2	0.991592533968283
189	0.8	85.37317335270865	0	0.9594825013871033
180	1.6	82.34622345968208	0	0.9750955374206992
148	2.9999999999999987	81.4963960704598	2	0.993167096509342
168	2.399999999999999	78.64615901330453	1	0.9902149070460796
166	2.399999999999999	77.56765104947924	1	0.9875755016005089
175	2.15	75.4602525806772	3	0.9829351624239603
188	0.8	72.18231402823334	0	0.995802645478978
183	0.8	68.79532114270775	1	0.9967279732659564
184	0.8	67.6982436369919	0	0.9717457086967987
165	2.399999999999999	65.2093795225933	0	0.9918539171746059
185	0.8	63.909932461954824	0	0.9841509263743595

